results/objectId,results/location/__type,results/location/latitude,results/location/longitude,results/cityId,results/name,results/country,results/countryCode,results/featureCode,results/adminCode,results/population,results/createdAt,results/updatedAt,results/muni
YJPHcvrzLq,GeoPoint,42.54565,22.96553,727832,Radomir,Bulgaria,BG,PPL,49,14755,2019-12-12T18:54:52.742Z,2019-12-12T18:54:52.742Z,
FRtCIjHG7w,GeoPoint,42.1,25.21667,727886,Parvomay,Bulgaria,BG,PPLA2,51,17000,2019-12-12T18:54:52.742Z,2019-12-12T18:54:52.742Z,BLG33-34
uCGmQjtBsz,GeoPoint,43.18333,27.43333,727921,Provadia,Bulgaria,BG,PPL,61,13755,2019-12-12T18:54:52.742Z,2019-12-12T18:54:52.742Z,
n6OZnGSFYo,GeoPoint,43.16667,26.81667,727987,Veliki Preslav,Bulgaria,BG,PPL,54,9425,2019-12-12T18:54:52.742Z,2019-12-12T18:54:52.742Z,
I7CwSReWCe,GeoPoint,42.26791,27.75611,727964,Primorsko,Bulgaria,BG,PPLA2,39,2798,2019-12-12T18:54:52.742Z,2019-12-12T18:54:52.742Z,
2vv2OROmBR,GeoPoint,43.38333,24.85,728056,Pordim,Bulgaria,BG,PPL,50,2230,2019-12-12T18:54:53.015Z,2019-12-12T18:54:53.015Z,
ZfZoxkUTvJ,GeoPoint,43.36667,27.11667,728199,Pliska,Bulgaria,BG,PPL,54,1263,2019-12-12T18:54:53.015Z,2019-12-12T18:54:53.015Z,SHU19-09
lCEoA96K75,GeoPoint,42.56326,27.62986,728108,Pomorie,Bulgaria,BG,PPLA2,39,13714,2019-12-12T18:54:53.015Z,2019-12-12T18:54:53.015Z,
ECiAUAzaPG,GeoPoint,41.39846,23.20702,728288,Petrich,Bulgaria,BG,PPL,38,30308,2019-12-12T18:54:53.015Z,2019-12-12T18:54:53.015Z,
hwHtXwL0g5,GeoPoint,42.15,24.75,728193,Plovdiv,Bulgaria,BG,PPLA,51,340494,2019-12-12T18:54:53.015Z,2019-12-12T18:54:53.015Z,
HnpRS6BDrX,GeoPoint,43.38361,25.64972,728124,Polski Trambesh,Bulgaria,BG,PPL,62,5663,2019-12-12T18:54:53.015Z,2019-12-12T18:54:53.015Z,
epm5YtWNOj,GeoPoint,43.35,26.23333,728075,Popovo,Bulgaria,BG,PPL,60,16571,2019-12-12T18:54:53.015Z,2019-12-12T18:54:53.015Z,
vpFgfbIH2w,GeoPoint,43.41667,24.61667,728203,Pleven,Bulgaria,BG,PPLA,50,118675,2019-12-12T18:54:53.015Z,2019-12-12T18:54:53.015Z,
MgL8xXDHiq,GeoPoint,42.6,23.03333,728330,Pernik,Bulgaria,BG,PPLA,49,82467,2019-12-12T18:54:53.015Z,2019-12-12T18:54:53.015Z,
0xoa0bXGcJ,GeoPoint,43.73504,23.95792,728565,Oryahovo,Bulgaria,BG,PPLA2,64,5706,2019-12-12T18:54:53.015Z,2019-12-12T18:54:53.015Z,
gOS4Ql3xHJ,GeoPoint,42.03372,24.29995,728317,Peshtera,Bulgaria,BG,PPLA2,48,18676,2019-12-12T18:54:53.015Z,2019-12-12T18:54:53.015Z,
ouspQ90l9m,GeoPoint,42.7,24.18333,728251,Pirdop,Bulgaria,BG,PPL,58,8136,2019-12-12T18:54:53.015Z,2019-12-12T18:54:53.015Z,
aVBHgja4AG,GeoPoint,43.1,26.41667,728634,Omurtag,Bulgaria,BG,PPL,60,9070,2019-12-12T18:54:53.015Z,2019-12-12T18:54:53.015Z,
qPZZFFKstp,GeoPoint,42.49518,24.19021,728448,Panagyurishte,Bulgaria,BG,PPLA2,48,19389,2019-12-12T18:54:53.015Z,2019-12-12T18:54:53.015Z,
jbTrTrraCf,GeoPoint,42.2,24.33333,728378,Pazardzhik,Bulgaria,BG,PPLA,48,75977,2019-12-12T18:54:53.015Z,2019-12-12T18:54:53.015Z,
oMTguqRI7A,GeoPoint,43.24278,25.32194,728385,Pavlikeni,Bulgaria,BG,PPL,62,12214,2019-12-12T18:54:53.015Z,2019-12-12T18:54:53.015Z,
Ug66TtRNdE,GeoPoint,42.05,24.55,728321,Perushtitsa,Bulgaria,BG,PPL,51,5350,2019-12-12T18:54:53.015Z,2019-12-12T18:54:53.015Z,
u0kzsu0HJE,GeoPoint,43.45,26.16667,728631,Opaka,Bulgaria,BG,PPL,60,3002,2019-12-12T18:54:53.015Z,2019-12-12T18:54:53.015Z,
xvtH1XMudx,GeoPoint,43.45,24.26667,728348,Iskar,Bulgaria,BG,PPL,50,4329,2019-12-12T18:54:53.015Z,2019-12-12T18:54:53.015Z,
GV0LBHzcxl,GeoPoint,42.6,25.2,728389,Pavel Banya,Bulgaria,BG,PPL,59,3212,2019-12-12T18:54:53.015Z,2019-12-12T18:54:53.015Z,
Gd0zKeZh3w,GeoPoint,44.15861,22.78667,728709,Novo Selo,Bulgaria,BG,PPLA2,63,1574,2019-12-12T18:54:53.381Z,2019-12-12T18:54:53.381Z,
pkIRpfDylD,GeoPoint,43.70255,24.89645,728782,Nikopol,Bulgaria,BG,PPLA2,50,4137,2019-12-12T18:54:53.381Z,2019-12-12T18:54:53.381Z,
0CNY40A0op,GeoPoint,42.81998,27.88007,728674,Obzor,Bulgaria,BG,PPL,39,2002,2019-12-12T18:54:53.381Z,2019-12-12T18:54:53.381Z,BGS15-05
xNwIPjUIvX,GeoPoint,43.35,27.2,728734,Novi Pazar,Bulgaria,BG,PPL,54,13276,2019-12-12T18:54:53.381Z,2019-12-12T18:54:53.381Z,
dHpVvOeZiL,GeoPoint,42.48333,26.01667,728742,Nova Zagora,Bulgaria,BG,PPL,56,24340,2019-12-12T18:54:53.381Z,2019-12-12T18:54:53.381Z,
GwoyG3G44b,GeoPoint,42.65921,27.73602,728825,Nesebar,Bulgaria,BG,PPL,39,6302,2019-12-12T18:54:53.381Z,2019-12-12T18:54:53.381Z,
uybMJGdQ2J,GeoPoint,42.63333,25.8,728795,Nikolaevo,Bulgaria,BG,PPL,59,3160,2019-12-12T18:54:53.381Z,2019-12-12T18:54:53.381Z,
ssybuOF2Ij,GeoPoint,42.6,25.55,728928,Maglizh,Bulgaria,BG,PPL,59,3643,2019-12-12T18:54:53.381Z,2019-12-12T18:54:53.381Z,
wavllpe4Vz,GeoPoint,41.45602,25.08008,728851,Nedelino,Bulgaria,BG,PPLA2,57,5017,2019-12-12T18:54:53.381Z,2019-12-12T18:54:53.381Z,
jsde7xGHfw,GeoPoint,42.25551,22.85175,728818,Nevestino,Bulgaria,BG,PPLA2,45,779,2019-12-12T18:54:53.381Z,2019-12-12T18:54:53.381Z,
LyvtONzAYF,GeoPoint,41.91667,25.35,729073,Mineralni Bani,Bulgaria,BG,PPL,43,1367,2019-12-12T18:54:53.381Z,2019-12-12T18:54:53.381Z,
GrInJmdZuQ,GeoPoint,42.7,23.98333,729064,Mirkovo,Bulgaria,BG,PPL,58,1882,2019-12-12T18:54:53.381Z,2019-12-12T18:54:53.381Z,
EIKznGykvR,GeoPoint,43.68623,23.85371,729040,Mizia,Bulgaria,BG,PPLA2,64,3712,2019-12-12T18:54:53.381Z,2019-12-12T18:54:53.381Z,
enRN3cMITC,GeoPoint,42.16955,27.84541,729125,Tsarevo,Bulgaria,BG,PPL,39,6085,2019-12-12T18:54:53.381Z,2019-12-12T18:54:53.381Z,
UQr6IkHFlT,GeoPoint,43.4125,23.225,729114,Montana,Bulgaria,BG,PPLA,47,47445,2019-12-12T18:54:53.381Z,2019-12-12T18:54:53.381Z,
ZnpTwucewG,GeoPoint,43.62403,23.16876,729174,Medkovets,Bulgaria,BG,PPLA2,47,2690,2019-12-12T18:54:53.382Z,2019-12-12T18:54:53.382Z,
wCyxvBPHe4,GeoPoint,43.76667,26.51667,729170,Medovene,Bulgaria,BG,PPLA3,52,0,2019-12-12T18:54:53.381Z,2019-12-12T18:54:53.381Z,RAZ16-07
qPCxiPl4jW,GeoPoint,43.15,23.7,729134,Mezdra,Bulgaria,BG,PPL,64,11975,2019-12-12T18:54:53.381Z,2019-12-12T18:54:53.381Z,
o1XhhsPD7i,GeoPoint,43.76794,22.66406,729401,Makresh,Bulgaria,BG,PPLA2,63,660,2019-12-12T18:54:53.382Z,2019-12-12T18:54:53.382Z,
OENA5lF3fG,GeoPoint,41.97958,27.52477,729322,Malko Tarnovo,Bulgaria,BG,PPL,39,3336,2019-12-12T18:54:53.382Z,2019-12-12T18:54:53.382Z,
flndYi9KDP,GeoPoint,41.83333,26.08333,729466,Lyubimets,Bulgaria,BG,PPL,43,8065,2019-12-12T18:54:53.692Z,2019-12-12T18:54:53.692Z,
csJ8UdbIt9,GeoPoint,41.63461,25.86439,729428,Madzharovo,Bulgaria,BG,PPL,43,1319,2019-12-12T18:54:53.692Z,2019-12-12T18:54:53.692Z,
emRDcNbZI5,GeoPoint,43.11111,25.72833,729489,Lyaskovets,Bulgaria,BG,PPL,62,8488,2019-12-12T18:54:53.692Z,2019-12-12T18:54:53.692Z,
QzPSVRM9CR,GeoPoint,43.2,24.16667,729507,Lukovit,Bulgaria,BG,PPL,46,9792,2019-12-12T18:54:53.692Z,2019-12-12T18:54:53.692Z,
H5Dt0DYEzl,GeoPoint,41.49869,24.93973,729439,Madan,Bulgaria,BG,PPLA2,57,5661,2019-12-12T18:54:53.692Z,2019-12-12T18:54:53.692Z,
ujeVfVIOzM,GeoPoint,43.13333,24.71667,729559,Lovech,Bulgaria,BG,PPLA,46,42211,2019-12-12T18:54:53.692Z,2019-12-12T18:54:53.692Z,
9eHwReE66s,GeoPoint,41.85,24.81667,729509,Laki,Bulgaria,BG,PPL,51,3258,2019-12-12T18:54:53.692Z,2019-12-12T18:54:53.692Z,
jGDQbO47BC,GeoPoint,43.31167,25.07333,729646,Letnitsa,Bulgaria,BG,PPL,46,3528,2019-12-12T18:54:53.692Z,2019-12-12T18:54:53.692Z,
0EyR8apEoC,GeoPoint,43.36667,26.6,729530,Loznitsa,Bulgaria,BG,PPL,52,2971,2019-12-12T18:54:53.692Z,2019-12-12T18:54:53.692Z,
gOxfHhZNwF,GeoPoint,43.81389,23.23611,729581,Lom,Bulgaria,BG,PPLA2,47,26594,2019-12-12T18:54:53.692Z,2019-12-12T18:54:53.692Z,
DyVGbpMmyZ,GeoPoint,43.05,23.4,729722,Lakatnik,Bulgaria,BG,PPLA3,58,0,2019-12-12T18:54:53.692Z,2019-12-12T18:54:53.692Z,SFO43-09
UTTn3RGilO,GeoPoint,43.36667,25.13333,729636,Levski,Bulgaria,BG,PPL,50,11467,2019-12-12T18:54:53.692Z,2019-12-12T18:54:53.692Z,
dEsaCGhNTd,GeoPoint,42.28389,22.69111,729730,Kyustendil,Bulgaria,BG,PPLA,45,48286,2019-12-12T18:54:53.692Z,2019-12-12T18:54:53.692Z,
4Hmia84sGw,GeoPoint,43.81675,27.75552,729880,Krushari,Bulgaria,BG,PPLA2,40,1722,2019-12-12T18:54:53.692Z,2019-12-12T18:54:53.692Z,
s02YZBHcNm,GeoPoint,41.65,25.36667,729794,Kardzhali,Bulgaria,BG,PPLA,44,51000,2019-12-12T18:54:53.692Z,2019-12-12T18:54:53.692Z,
Gbm36Q7LUo,GeoPoint,41.47127,25.65485,729896,Krumovgrad,Bulgaria,BG,PPLA2,44,5271,2019-12-12T18:54:53.692Z,2019-12-12T18:54:53.692Z,
UXE1SBtdLF,GeoPoint,42.35626,24.1119,729667,Lesichovo,Bulgaria,BG,PPL,48,1206,2019-12-12T18:54:53.692Z,2019-12-12T18:54:53.692Z,
n0g8hmw9va,GeoPoint,43.88833,22.52139,729825,Kula,Bulgaria,BG,PPLA2,63,3738,2019-12-12T18:54:53.692Z,2019-12-12T18:54:53.692Z,
UngSrfPNBB,GeoPoint,43.37444,23.48444,729909,Krivodol,Bulgaria,BG,PPL,64,3651,2019-12-12T18:54:53.692Z,2019-12-12T18:54:53.692Z,
BdUotaSosz,GeoPoint,43.79658,26.50063,729839,Kubrat,Bulgaria,BG,PPLA2,52,8980,2019-12-12T18:54:53.692Z,2019-12-12T18:54:53.692Z,
cO1YvHRbnK,GeoPoint,42.05,24.46667,729936,Krichim,Bulgaria,BG,PPL,51,8580,2019-12-12T18:54:54.006Z,2019-12-12T18:54:54.006Z,
ScEoDMPt8b,GeoPoint,43.35,24.13333,730040,Koynare,Bulgaria,BG,PPL,50,2926,2019-12-12T18:54:54.007Z,2019-12-12T18:54:54.007Z,PVN37-05
DA8bK1PH0C,GeoPoint,42.08439,23.0571,730268,Kocherinovo,Bulgaria,BG,PPL,45,2872,2019-12-12T18:54:54.007Z,2019-12-12T18:54:54.007Z,
K7ESYJmWLj,GeoPoint,43.08333,27.31667,730337,Kiten,Bulgaria,BG,PPL,61,1115,2019-12-12T18:54:54.007Z,2019-12-12T18:54:54.007Z,
QHUHAstaf4,GeoPoint,42.23424,27.7749,730338,Kiten,Bulgaria,BG,PPL,39,1115,2019-12-12T18:54:54.007Z,2019-12-12T18:54:54.007Z,BGS27-04
eGFIUf3zNh,GeoPoint,42.81667,23.21667,730084,Kostinbrod,Bulgaria,BG,PPL,58,12175,2019-12-12T18:54:54.007Z,2019-12-12T18:54:54.007Z,
EqmuBB4BbG,GeoPoint,43.5,24.08333,730287,Knezha,Bulgaria,BG,PPL,50,6889,2019-12-12T18:54:54.007Z,2019-12-12T18:54:54.007Z,
GyMIlAnsFc,GeoPoint,41.32715,25.36379,730355,Kirkovo,Bulgaria,BG,PPLA2,44,700,2019-12-12T18:54:54.007Z,2019-12-12T18:54:54.007Z,
pvZEsGUPbZ,GeoPoint,41.73333,23.15,729942,Kresna,Bulgaria,BG,PPL,38,4117,2019-12-12T18:54:54.006Z,2019-12-12T18:54:54.006Z,
oyNHPpYnQE,GeoPoint,42.7,24.45,730301,Klisura,Bulgaria,BG,PPL,51,1485,2019-12-12T18:54:54.007Z,2019-12-12T18:54:54.007Z,PDV13-14
xrgJgA1IUO,GeoPoint,42.88333,26.45,730073,Kotel,Bulgaria,BG,PPL,56,6421,2019-12-12T18:54:54.007Z,2019-12-12T18:54:54.007Z,
euA10weHhr,GeoPoint,43.60193,23.66135,730425,Hayredin,Bulgaria,BG,PPLA2,64,2228,2019-12-12T18:54:54.007Z,2019-12-12T18:54:54.007Z,
yUySqaoBl6,GeoPoint,43.77864,23.72058,730013,Kozloduy,Bulgaria,BG,PPLA2,64,14717,2019-12-12T18:54:54.006Z,2019-12-12T18:54:54.006Z,
JgRPHNtECD,GeoPoint,42.63333,24.35,730159,Koprivshtitsa,Bulgaria,BG,PPL,58,2885,2019-12-12T18:54:54.007Z,2019-12-12T18:54:54.007Z,
3ZuwomJDgW,GeoPoint,42.5,24.7,730419,Hisarya,Bulgaria,BG,PPL,51,7903,2019-12-12T18:54:54.007Z,2019-12-12T18:54:54.007Z,
G15QZcY1Fd,GeoPoint,43.61667,26.25,730415,Tsar Kaloyan,Bulgaria,BG,PPL,52,3994,2019-12-12T18:54:54.007Z,2019-12-12T18:54:54.007Z,
2x5IwYKOzV,GeoPoint,42.98333,25.63333,730367,Kilifarevo,Bulgaria,BG,PPL,62,2497,2019-12-12T18:54:54.007Z,2019-12-12T18:54:54.007Z,VTR04-17
EHAwC8biuT,GeoPoint,41.93415,25.55557,730435,Haskovo,Bulgaria,BG,PPLA,43,79699,2019-12-12T18:54:54.007Z,2019-12-12T18:54:54.007Z,
dCCeFZCnWx,GeoPoint,41.93333,25.9,730442,Harmanli,Bulgaria,BG,PPL,43,18931,2019-12-12T18:54:54.007Z,2019-12-12T18:54:54.007Z,
pgLEXGv4fS,GeoPoint,41.52222,23.86861,730464,Hadzhidimovo,Bulgaria,BG,PPL,38,3167,2019-12-12T18:54:54.007Z,2019-12-12T18:54:54.007Z,
xjEtxcN7Qz,GeoPoint,43.43601,28.33953,730518,Kavarna,Bulgaria,BG,PPLA2,40,11205,2019-12-12T18:54:54.288Z,2019-12-12T18:54:54.288Z,
eQrWBBEoAh,GeoPoint,42.61667,25.4,730496,Kazanlak,Bulgaria,BG,PPL,59,55196,2019-12-12T18:54:54.288Z,2019-12-12T18:54:54.288Z,
uWyRZLyx1j,GeoPoint,42.57084,27.29875,730680,Kameno,Bulgaria,BG,PPL,39,4952,2019-12-12T18:54:54.289Z,2019-12-12T18:54:54.289Z,
2Ch0B53ZpF,GeoPoint,43.61667,27.11667,730651,Kaolinovo,Bulgaria,BG,PPL,54,1537,2019-12-12T18:54:54.289Z,2019-12-12T18:54:54.289Z,
EvqPT2JemO,GeoPoint,43.31667,27.16667,730542,Kaspichan,Bulgaria,BG,PPLA3,54,3635,2019-12-12T18:54:54.288Z,2019-12-12T18:54:54.288Z,SHU19-03
QowqqsQokB,GeoPoint,43.99278,27.50713,730504,Kaynardzha,Bulgaria,BG,PPLA2,55,1107,2019-12-12T18:54:54.288Z,2019-12-12T18:54:54.288Z,
XPkdRdArFn,GeoPoint,42.5,26.25,730478,Kermen,Bulgaria,BG,PPL,56,2222,2019-12-12T18:54:54.288Z,2019-12-12T18:54:54.288Z,SLV20-23
ZAjRwCdh0J,GeoPoint,42.65,26.98333,730559,Karnobat,Bulgaria,BG,PPL,39,19709,2019-12-12T18:54:54.289Z,2019-12-12T18:54:54.289Z,
rJI0txE52d,GeoPoint,42.66667,25.8,730969,Gurkovo,Bulgaria,BG,PPL,59,2889,2019-12-12T18:54:54.289Z,2019-12-12T18:54:54.289Z,
TBTRxTnxFh,GeoPoint,42.63333,24.8,730565,Karlovo,Bulgaria,BG,PPL,51,19958,2019-12-12T18:54:54.289Z,2019-12-12T18:54:54.289Z,
Y7xovxHKCW,GeoPoint,43.64109,24.69368,730982,Gulyantsi,Bulgaria,BG,PPLA2,50,3589,2019-12-12T18:54:54.289Z,2019-12-12T18:54:54.289Z,
C73kMjszm1,GeoPoint,43.71667,26.83333,730866,Isperih,Bulgaria,BG,PPL,52,9735,2019-12-12T18:54:54.289Z,2019-12-12T18:54:54.289Z,
